"","vote_2020","gender","education","state","household_income","race_ethnicity","census_region","employment","vote_intention","registration","age_group"
"1302","1","Male","College Degree (such as B.A., B.S.)","NY","$100,000 to $124,999","White","Northeast","Not in labor force","Yes, I will vote","Registered","ages60plus"
"1303","1","Female","Completed some college, but no degree","OR","$25,000 to $29,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"1304","1","Female","Completed some college, but no degree","VA","$20,000 to $24,999","Other","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"1305","0","Male","Completed some college, but no degree","MA","$250,000 and above","White","Northeast","Employed","Yes, I will vote","Registered","ages18to29"
"1306","1","Male","Completed some college, but no degree","FL","$25,000 to $29,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"1307","1","Male","Masters degree","NY","$200,000 to $249,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"1308","1","Male","Masters degree","OH","$150,000 to $174,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"1309","0","Female","College Degree (such as B.A., B.S.)","GA","$20,000 to $24,999","Black, or African American","South","Employed","Yes, I will vote","Registered","ages18to29"
"1310","0","Female","Completed some college, but no degree","FL","$30,000 to $34,999","Other","South","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages45to59"
"1311","0","Female","College Degree (such as B.A., B.S.)","MA","$40,000 to $44,999","White","Northeast","Not in labor force","Yes, I will vote","Registered","ages60plus"
"1312","0","Male","College Degree (such as B.A., B.S.)","MA","$250,000 and above","Other asian or pacific islander","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"1313","0","Female","Completed some college, but no degree","ID","Less than $14,999","Other","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"1314","0","Male","Associate Degree","NY","$70,000 to $74,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"1315","1","Female","High school graduate","IL","$45,000 to $49,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"1316","1","Male","High school graduate","TX","$40,000 to $44,999","White","South","Employed","Yes, I will vote","Registered","ages18to29"
"1317","1","Male","Completed some graduate, but no degree","MO","$250,000 and above","White","Midwest","Employed","Yes, I will vote","Registered","ages18to29"
"1318","1","Male","Masters degree","GA","$175,000 to $199,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"1319","0","Male","College Degree (such as B.A., B.S.)","WA","$100,000 to $124,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"1320","0","Male","Completed some college, but no degree","IN","Less than $14,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages18to29"
"1321","0","Male","Masters degree","TX","$125,000 to $149,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"1322","0","Male","Masters degree","PA","$150,000 to $174,999","White","Northeast","Employed","Yes, I will vote","Registered","ages60plus"
"1323","1","Male","Masters degree","NC","$150,000 to $174,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"1324","0","Female","College Degree (such as B.A., B.S.)","AZ","$50,000 to $54,999","White","West","Employed","Yes, I will vote","Registered","ages60plus"
"1325","0","Male","Masters degree","CA","$100,000 to $124,999","White","West","Employed","Yes, I will vote","Registered","ages45to59"
"1326","1","Female","Completed some high school","IL","$30,000 to $34,999","White","Midwest","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages18to29"
"1327","1","Male","Completed some college, but no degree","WA","$35,000 to $39,999","White","West","Not in labor force","Yes, I will vote","Registered","ages30to44"
"1328","0","Male","High school graduate","CO","Less than $14,999","Black, or African American","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"1329","0","Male","Other post high school vocational training","FL","Less than $14,999","Black, or African American","South","Employed","Yes, I will vote","Registered","ages30to44"
"1330","1","Female","Completed some college, but no degree","FL","$25,000 to $29,999","White","South","Employed","Yes, I will vote","Registered","ages60plus"
"1331","0","Male","College Degree (such as B.A., B.S.)","PA","$125,000 to $149,999","White","Northeast","Employed","Yes, I will vote","Registered","ages45to59"
"1332","0","Male","Completed some college, but no degree","FL","$60,000 to $64,999","Other","South","Employed","Yes, I will vote","Registered","ages18to29"
"1333","1","Male","High school graduate","CA","$25,000 to $29,999","Black, or African American","West","Not in labor force","Yes, I will vote","Registered","ages45to59"
"1334","1","Male","College Degree (such as B.A., B.S.)","MS","$75,000 to $79,999","White","South","Employed","Yes, I will vote","Registered","ages45to59"
"1335","1","Male","College Degree (such as B.A., B.S.)","TX","$70,000 to $74,999","White","South","Employed","Yes, I will vote","Registered","ages45to59"
"1336","0","Male","College Degree (such as B.A., B.S.)","PA","$100,000 to $124,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"1337","0","Male","Completed some graduate, but no degree","CA","$100,000 to $124,999","American Indian or Alaska Native","West","Employed","Yes, I will vote","Registered","ages30to44"
"1338","0","Male","Completed some college, but no degree","MO","$20,000 to $24,999","Black, or African American","Midwest","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages30to44"
"1339","1","Male","Masters degree","MD","$200,000 to $249,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"1340","0","Male","Masters degree","VA","$150,000 to $174,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"1341","1","Male","Masters degree","NY","$200,000 to $249,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"1342","1","Male","Completed some college, but no degree","WA","$125,000 to $149,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"1343","1","Male","High school graduate","UT","$30,000 to $34,999","White","West","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages45to59"
"1344","1","Male","Completed some high school","CA","$100,000 to $124,999","White","West","Employed","Yes, I will vote","Registered","ages45to59"
"1345","0","Female","College Degree (such as B.A., B.S.)","WA","$50,000 to $54,999","White","West","Not in labor force","Yes, I will vote","Registered","ages30to44"
"1346","0","Male","College Degree (such as B.A., B.S.)","HI","$125,000 to $149,999","Other asian or pacific islander","West","Employed","Yes, I will vote","Registered","ages30to44"
"1347","0","Male","College Degree (such as B.A., B.S.)","VA","$60,000 to $64,999","White","South","Employed","Yes, I will vote","Registered","ages18to29"
"1348","0","Female","Completed some college, but no degree","AZ","$95,000 to $99,999","Black, or African American","West","Employed","Yes, I will vote","Registered","ages30to44"
"1349","0","Female","Completed some graduate, but no degree","DC","$30,000 to $34,999","White","South","Employed","Yes, I will vote","Registered","ages60plus"
"1350","0","Male","College Degree (such as B.A., B.S.)","WI","$95,000 to $99,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"1351","1","Female","College Degree (such as B.A., B.S.)","OH","$85,000 to $89,999","White","Midwest","Employed","Yes, I will vote","Registered","ages18to29"
"1352","0","Female","College Degree (such as B.A., B.S.)","NY","$15,000 to $19,999","Other asian or pacific islander","Northeast","Employed","Yes, I will vote","Registered","ages18to29"
"1353","0","Female","College Degree (such as B.A., B.S.)","MA","$35,000 to $39,999","Other","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"1354","1","Male","High school graduate","NJ","$35,000 to $39,999","White","Northeast","Not in labor force","Yes, I will vote","Registered","ages60plus"
"1355","0","Female","College Degree (such as B.A., B.S.)","NC","$95,000 to $99,999","Black, or African American","South","Employed","Yes, I will vote","Registered","ages45to59"
"1356","1","Male","College Degree (such as B.A., B.S.)","NY","$125,000 to $149,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"1357","0","Female","College Degree (such as B.A., B.S.)","MS","$35,000 to $39,999","Black, or African American","South","Employed","Yes, I will vote","Registered","ages30to44"
"1358","0","Female","Masters degree","AL","$45,000 to $49,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"1359","0","Male","College Degree (such as B.A., B.S.)","ME","$70,000 to $74,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"1360","0","Male","College Degree (such as B.A., B.S.)","CA","$100,000 to $124,999","Chinese","West","Employed","Yes, I will vote","Registered","ages30to44"
"1361","0","Female","Completed some college, but no degree","NC","$40,000 to $44,999","Other","South","Employed","Yes, I will vote","Registered","ages30to44"
"1362","1","Female","High school graduate","AZ","Less than $14,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"1363","1","Male","Masters degree","WA","$150,000 to $174,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"1364","1","Male","High school graduate","CA","$250,000 and above","White","West","Employed","Yes, I will vote","Registered","ages18to29"
"1365","1","Male","Completed some graduate, but no degree","KS","$85,000 to $89,999","White","Midwest","Employed","Yes, I will vote","Registered","ages18to29"
"1366","1","Male","Masters degree","LA","$100,000 to $124,999","White","South","Employed","Yes, I will vote","Registered","ages45to59"
"1367","0","Male","Masters degree","PA","$150,000 to $174,999","White","Northeast","Employed","Not sure","Registered","ages30to44"
"1368","1","Female","Associate Degree","WA","$50,000 to $54,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"1369","1","Male","Doctorate degree","TX","$175,000 to $199,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"1370","1","Male","Masters degree","TX","$100,000 to $124,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"1371","1","Female","Completed some high school","NC","$20,000 to $24,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"1372","1","Female","Completed some college, but no degree","MD","$35,000 to $39,999","White","South","Not in labor force","Yes, I will vote","Registered","ages45to59"
"1373","1","Male","Masters degree","TN","$150,000 to $174,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"1374","0","Female","Completed some college, but no degree","CT","$150,000 to $174,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
